log_id,timestamp,satellite_id,satellite_name,orbit_type,satellite_type,ground_station,operator_id,error_code,error_description,subsystem,severity,link_type,protocol,frequency_mhz,snr_db,bit_error_rate,elevation_angle_deg,event_duration_ms,retry_count,weather_condition,requires_action,resolved,resolution_action,resolution_time_min
WTE-LOG-00778,2023-07-18 12:13:46,WTE-SAT-015,WTE Deep Space Probe I,HEO,Investigación,GS-SINGAPORE-01,B.Grayson,ERR-PROP-002,Propellant pressure low,Propulsión,HIGH,X-Band,DVB-S2,8187.355,22.58,0.0009,82.0,37495134,14.0,Snow,True,True,SEU scrubbing routine triggered,200
WTE-LOG-00779,2023-12-05 15:48:34,WTE-SAT-006,Oracle Eye II,GEO,Observación,GS-TELAVIV-01,T.Stark,ERR-ANT-002,Polarization mismatch,Antena,MEDIUM,Ku-Band,AOS,14097.49,12.63,4.6e-07,5.3,17724424,8.0,Clear,False,True,Adjusted frequency offset manually,2578
WTE-LOG-00780,2024-11-26 02:24:12,WTE-SAT-011,Wayne IoT Hub South,LEO,IoT,GS-GOTHAM-01,L.Fox.Jr,ERR-TX-003,Carrier frequency drift,Transmisor,MEDIUM,X-Band,AOS,8140.946,15.17,0.00021,32.2,23915152,6.0,Stormy,False,True,False positive — closed after 24h monitoring,1234
WTE-LOG-00781,2023-08-11 07:58:22,WTE-SAT-008,Wayne Sentinel Prime,GEO,Seguridad,GS-GOTHAM-01,L.McGinnis,ERR-ANT-003,Mechanical gimbal fault,Antena,HIGH,S-Band,DVB-S2,2041.721,12.66,7.9e-05,66.3,83541777,5.0,Clear,True,False,Pending investigation,0
WTE-LOG-00782,2022-10-23 07:35:41,WTE-SAT-003,WayneTech Relay Gamma,LEO,Relay,GS-DUBAI-01,L.McGinnis,ERR-ANT-002,Polarization mismatch,Antena,MEDIUM,VHF,TM/TC,136.054,25.77,6.4e-05,35.9,70090220,0.0,Cloudy,False,False,Pending investigation,0
WTE-LOG-00783,2024-02-13 08:36:15,WTE-SAT-008,Wayne Sentinel Prime,GEO,Seguridad,GS-TORONTO-01,T.Fox,ERR-TX-003,Carrier frequency drift,Transmisor,MEDIUM,Ku-Band,TM/TC,14190.566,18.99,0.0086,13.4,16212634,15.0,Stormy,False,True,Initiated safe mode protocol,1451
WTE-LOG-00784,2024-04-09 17:53:52,WTE-SAT-002,WayneTech Relay Beta,LEO,Relay,GS-SYDNEY-01,B.Wayne,ERR-ADCS-001,Attitude determination error > 0.5 deg,ADCS,CRITICAL,VHF,TCP/IP-over-CCSDS,143.612,7.16,0.0046,42.6,34664550,8.0,Rain,True,True,Power cycle completed successfully,2830
WTE-LOG-00785,2024-11-30 14:52:57,WTE-SAT-009,Wayne Sentinel Echo,MEO,Seguridad,GS-SILICON-01,P.Parker,ERR-NET-001,Inter-satellite link packet drop > 5%,Red ISL,HIGH,Optical,SpacePacket,193550.811,0.0,4.6e-07,74.8,84736436,10.0,Cloudy,True,True,Adjusted frequency offset manually,1596
WTE-LOG-00786,2022-01-10 19:21:44,WTE-SAT-005,Oracle Eye I,GEO,Observación,GS-DUBAI-01,R.Drake,ERR-OBC-002,Memory single event upset (SEU),OBC,HIGH,S-Band,DVB-S2,2106.393,15.1,0.00038,85.7,65171726,3.0,Fog,True,True,Switched to backup transponder,901
WTE-LOG-00787,2023-03-07 01:40:23,WTE-SAT-011,Wayne IoT Hub South,LEO,IoT,GS-SYDNEY-01,B.Wayne,ERR-TLM-004,Packet sequence counter mismatch,Telemetría,MEDIUM,Ka-Band,SpacePacket,26587.14,23.04,1.6e-05,58.2,63907002,2.0,Fog,True,True,Monitoring — no immediate action required,295
WTE-LOG-00788,2024-04-29 22:10:38,WTE-SAT-007,Oracle Eye III,LEO,Observación,GS-TELAVIV-01,V.Stone,ERR-NET-002,Routing table inconsistency,Red ISL,MEDIUM,Ka-Band,AOS,26530.099,19.47,8.2e-07,73.3,66659439,4.0,Clear,True,True,Watchdog timer reset — system recovered,649
WTE-LOG-00789,2024-10-02 11:50:09,WTE-SAT-004,WayneTech Relay Delta,MEO,Relay,GS-SYDNEY-01,D.Pennyworth,ERR-OBC-004,EDAC correction overflow,OBC,MEDIUM,UHF,CCSDS,307.419,11.56,5.2e-05,41.2,60921908,15.0,Cloudy,False,True,False positive — closed after 24h monitoring,760
WTE-LOG-00790,2022-11-20 02:59:00,WTE-SAT-009,Wayne Sentinel Echo,MEO,Seguridad,GS-LONDON-01,L.McGinnis,ERR-OBC-003,Software exception — unhandled interrupt,OBC,HIGH,Optical,SpacePacket,193766.337,22.32,0.00061,63.9,84686765,6.0,Stormy,True,True,Manual command override applied,1347
WTE-LOG-00791,2024-01-26 10:12:12,WTE-SAT-010,Wayne IoT Hub North,LEO,IoT,GS-LONDON-01,N.Romanov,ERR-RX-001,Receiver desensitization detected,Receptor,HIGH,S-Band,TCP/IP-over-CCSDS,2112.558,17.32,0.00051,45.8,50752595,1.0,Clear,True,True,Propulsion inhibit commanded,1902
WTE-LOG-00792,2023-06-24 21:55:43,WTE-SAT-015,WTE Deep Space Probe I,HEO,Investigación,GS-SYDNEY-01,N.Romanov,ERR-RX-002,AGC lock failure,Receptor,MEDIUM,X-Band,AOS,8121.349,22.84,0.00098,33.1,57261414,0.0,Clear,True,True,Reaction wheel speed adjusted,2864
WTE-LOG-00793,2023-08-14 13:16:39,WTE-SAT-002,WayneTech Relay Beta,LEO,Relay,GS-LONDON-01,T.Fox,ERR-RX-004,Doppler correction error,Receptor,LOW,UHF,SpacePacket,371.902,17.17,6.3e-07,20.2,29895728,11.0,Stormy,False,True,Antenna calibration sequence executed,1896
WTE-LOG-00794,2023-03-14 14:16:30,WTE-SAT-009,Wayne Sentinel Echo,MEO,Seguridad,GS-GOTHAM-01,V.Stone,ERR-NET-001,Inter-satellite link packet drop > 5%,Red ISL,HIGH,Ku-Band,TCP/IP-over-CCSDS,14149.269,19.73,0.00049,33.1,55559143,8.0,Snow,True,False,Pending investigation,0
WTE-LOG-00795,2022-12-18 17:21:40,WTE-SAT-004,WayneTech Relay Delta,MEO,Relay,GS-SINGAPORE-01,V.Stone,ERR-CMD-001,Command authentication failure,Comando,CRITICAL,Ku-Band,TCP/IP-over-CCSDS,14379.535,27.0,1.2e-07,76.1,77164494,5.0,Rain,True,True,Pending L3 review,1345
WTE-LOG-00796,2022-06-10 22:54:38,WTE-SAT-015,WTE Deep Space Probe I,HEO,Investigación,GS-SINGAPORE-01,B.Wayne,ERR-ADCS-003,Star tracker blinded — solar proximity,ADCS,HIGH,X-Band,DVB-S2,8073.408,9.64,0.0061,63.8,1070583,3.0,Clear,False,False,Pending investigation,0
WTE-LOG-00797,2022-02-27 22:21:35,WTE-SAT-013,Project Oracle Node A,LEO,Datos,GS-SILICON-01,N.Romanov,ERR-NET-002,Routing table inconsistency,Red ISL,MEDIUM,Optical,DVB-S2,193521.755,23.08,4.9e-05,84.0,32807406,4.0,Cloudy,True,True,Rebooted subsystem — nominal restored,580
WTE-LOG-00798,2023-06-09 02:30:21,WTE-SAT-006,Oracle Eye II,GEO,Observación,GS-SYDNEY-01,L.McGinnis,ERR-ADCS-003,Star tracker blinded — solar proximity,ADCS,HIGH,Ka-Band,TM/TC,26981.921,18.32,0.00085,52.2,84289379,13.0,Stormy,False,False,Pending investigation,0
WTE-LOG-00799,2023-07-31 07:23:00,WTE-SAT-002,WayneTech Relay Beta,LEO,Relay,GS-TELAVIV-01,T.Stark,ERR-RX-001,Receiver desensitization detected,Receptor,HIGH,UHF,TM/TC,340.74,0.0,2.7e-08,84.3,6450275,4.0,Clear,True,False,Pending investigation,0
WTE-LOG-00800,2024-10-19 05:14:18,WTE-SAT-010,Wayne IoT Hub North,LEO,IoT,GS-TORONTO-01,P.Parker,ERR-OBC-003,Software exception — unhandled interrupt,OBC,HIGH,VHF,SpacePacket,167.585,14.67,0.0083,7.8,53183161,10.0,Rain,True,True,Monitoring — no immediate action required,1563
WTE-LOG-00801,2022-11-19 20:48:41,WTE-SAT-002,WayneTech Relay Beta,LEO,Relay,GS-SINGAPORE-01,L.McGinnis,ERR-TCS-002,Heater circuit open fault,Térmico,MEDIUM,S-Band,TCP/IP-over-CCSDS,2059.828,22.03,0.008,9.0,42753357,5.0,Snow,True,True,Reaction wheel speed adjusted,743
WTE-LOG-00802,2023-05-28 22:20:25,WTE-SAT-013,Project Oracle Node A,LEO,Datos,GS-GOTHAM-01,T.Fox,ERR-PWR-003,Power bus undervoltage,Energía,CRITICAL,S-Band,DVB-S2,2045.475,19.55,9.8e-05,-999.0,53857955,7.0,Clear,True,True,Monitoring — no immediate action required,1673
WTE-LOG-00803,2023-01-22 23:59:44,WTE-SAT-003,WayneTech Relay Gamma,LEO,Relay,GS-LONDON-01,C.Danvers,ERR-TCS-003,Radiator blockage suspected,Térmico,LOW,Optical,TCP/IP-over-CCSDS,193776.625,21.97,1.5e-08,19.7,7605569,7.0,Snow,False,False,Pending investigation,0
WTE-LOG-00804,2022-09-11 20:14:20,WTE-SAT-015,WTE Deep Space Probe I,HEO,Investigación,GS-GOTHAM-02,D.Pennyworth,ERR-TX-002,Power amplifier overheat,Transmisor,HIGH,VHF,DVB-S2,150.185,25.62,1.5e-07,42.3,17770846,13.0,Snow,True,True,Propulsion inhibit commanded,1895
WTE-LOG-00805,2023-08-24 02:57:16,WTE-SAT-010,Wayne IoT Hub North,LEO,IoT,GS-SILICON-01,T.Stark,ERR-NET-003,Handover failure between ground stations,Red ISL,HIGH,Ka-Band,CCSDS,26577.043,15.25,0.0092,62.6,48286321,4.0,Fog,True,True,Switched to backup transponder,737
WTE-LOG-00806,2024-09-01 07:45:00,WTE-SAT-005,Oracle Eye I,GEO,Observación,GS-SILICON-01GS-SILICON-01,L.McGinnis,ERR-ADCS-002,Reaction wheel desaturation required,ADCS,MEDIUM,Ku-Band,DVB-S2,14470.244,14.68,6.1e-06,72.5,25182850,0.0,Rain,True,True,Adjusted frequency offset manually,489
WTE-LOG-00807,2023-03-29 14:14:32,WTE-SAT-015,WTE Deep Space Probe I,HEO,Investigación,GS-DUBAI-01,N.Romanov,ERR-RX-001,Receiver desensitization detected,Receptor,HIGH,S-Band,AOS,2034.839,22.13,2.3e-05,87.6,4839090,8.0,Fog,True,True,Reaction wheel speed adjusted,449
WTE-LOG-00808,2022-08-13 05:27:30,WTE-SAT-003,WayneTech Relay Gamma,LEO,Relay,GS-LONDON-01,N.Romanov,ERR-TX-002,Power amplifier overheat,Transmisor,HIGH,Ka-Band,DVB-S2,26839.564,4.69,2.6e-06,63.2,15164891,8.0,Clear,True,False,Pending investigation,0
WTE-LOG-00809,2024-02-15 07:38:17,WTE-SAT-015,WTE Deep Space Probe I,HEO,Investigación,GS-SINGAPORE-01,O.Queen,ERR-TX-002,Power amplifier overheat,Transmisor,MEDIUM,Optical,TM/TC,193408.324,6.98,3.4e-09,19.1,68259773,11.0,Clear,True,False,Pending investigation,0
WTE-LOG-00810,2023-05-07 17:11:00,WTE-SAT-007,Oracle Eye III,LEO,Observación,GS-TELAVIV-01,T.Fox,ERR-SEC-002,Encryption key expiry warning,Seguridad,MEDIUM,UHF,SpacePacket,345.235,10.08,3.4e-08,47.3,55581603,10.0,Rain,True,True,Backup link established via GS-GOTHAM-02,2324
WTE-LOG-00811,2022-04-21 19:35:38,WTE-SAT-010,Wayne IoT Hub North,LEO,IoT,GS-SILICON-01,V.Stone,ERR-ANT-003,Mechanical gimbal fault,Antena,HIGH,Ka-Band,CCSDS,26521.021,31.28,0.0047,55.3,43296047,10.0,Clear,True,True,Escalated to L2 engineering team,1898
WTE-LOG-00812,2024-08-26 13:51:12,WTE-SAT-007,Oracle Eye III,LEO,Observación,GS-GOTHAM-02,B.Grayson,ERR-OBC-001,On-board computer watchdog reset,OBC,CRITICAL,VHF,TCP/IP-over-CCSDS,156.947,11.14,6.8e-09,13.3,69037899,6.0,Stormy,True,True,Propulsion inhibit commanded,166
WTE-LOG-00813,2024-03-05 08:56:58,WTE-SAT-014,Project Oracle Node B,LEO,Datos,GS-GOTHAM-02,B.Grayson,ERR-ANT-004,Antenna array element failure,Antena,HIGH,VHF,TCP/IP-over-CCSDS,151.852,16.2,0.0049,47.5,15120042,12.0,Snow,True,False,Pending investigation,0
WTE-LOG-00814,2024-06-04 11:47:01,WTE-SAT-014,Project Oracle Node B,LEO,Datos,GS-GOTHAM-01,C.Danvers,ERR-TX-001,Signal loss > threshold,Transmisor,CRITICAL,Ku-Band,DVB-S2,14262.209,10.76,4.9e-06,25.8,67441253,10.0,Fog,True,False,Pending investigation,0
WTE-LOG-00815,2024-08-06 09:38:57,WTE-SAT-003,WayneTech Relay Gamma,LEO,Relay,GS-SINGAPORE-01,B.Banner,ERR-PWR-002,Battery cell imbalance,Energía,MEDIUM,X-Band,CCSDS,8097.49,16.59,2.6e-08,6.5,18912583,2.0,Clear,True,True,False positive — closed after 24h monitoring,1037
WTE-LOG-00816,2023-11-25 15:13:48,WTE-SAT-014,Project Oracle Node B,LEO,Datos,GS-GOTHAM-01,D.Pennyworth,ERR-RX-004,Doppler correction error,Receptor,LOW,Optical,TM/TC,193635.251,11.73,0.0078,55.5,20592303,8.0,Stormy,False,True,Solar array reoriented,2861
WTE-LOG-00817,2022-09-08 13:27:47,WTE-SAT-001,WayneTech Relay Alpha,LEO,Relay,GS-LONDON-01,T.Stark,ERR-TX-001,Signal loss > threshold,Transmisor,CRITICAL,X-Band,SpacePacket,8026.443,14.11,8.8e-08,58.7,72375801,10.0,Rain,True,True,Solar array reoriented,963
WTE-LOG-00818,2022-09-12 18:53:19,WTE-SAT-001,WayneTech Relay Alpha,LEO,Relay,GS-SYDNEY-01,O.Queen,ERR-TCS-001,Thermal control system out of bounds,Térmico,HIGH,VHF,AOS,145.274,24.43,0.0049,24.3,61389713,6.0,Clear,True,True,Power cycle completed successfully,879
WTE-LOG-00819,2023-01-20 23:51:09,WTE-SAT-013,Project Oracle Node A,LEO,Datos,GS-SILICON-01,S.Wayne,ERR-OBC-002,Memory single event upset (SEU),OBC,HIGH,Ku-Band,CCSDS,14037.193,3.28,1e-09,18.2,58257716,5.0,Cloudy,True,False,Pending investigation,0
WTE-LOG-00820,2025-02-17 18:37:37,WTE-SAT-010,Wayne IoT Hub North,LEO,IoT,GS-TORONTO-01,D.Pennyworth,ERR-RX-001,Receiver desensitization detected,Receptor,HIGH,Ka-Band,SpacePacket,26741.139,13.0,9.5e-06,37.8,2655527,1.0,Clear,True,False,Pending investigation,0
WTE-LOG-00821,2023-09-29 12:38:43,WTE-SAT-004,WayneTech Relay Delta,MEO,Relay,GS-SILICON-01,D.Pennyworth,ERR-RX-001,Receiver desensitization detected,Receptor,HIGH,UHF,AOS,359.342,11.12,4.1e-09,54.3,15673846,7.0,Snow,True,True,SEU scrubbing routine triggered,730
WTE-LOG-00822,2022-08-03 22:39:05,WTE-SAT-013,Project Oracle Node A,LEO,Datos,GS-LONDON-01   ,V.Stone,ERR-ANT-003,Mechanical gimbal fault,Antena,HIGH,Optical,CCSDS,193646.697,19.74,2.8e-06,55.4,43442675,5.0,Fog,True,True,False positive — closed after 24h monitoring,1118
WTE-LOG-00823,2022-04-08 18:10:05,WTE-SAT-003,WayneTech Relay Gamma,LEO,Relay,GS-SYDNEY-01,S.Wayne,ERR-SEC-001,Unauthorized access attempt detected,Seguridad,CRITICAL,UHF,CCSDS,355.325,12.61,6e-09,55.6,58770336,9.0,Clear,True,True,Backup link established via GS-GOTHAM-02,2809
WTE-LOG-00824,2024-09-05 12:53:12,WTE-SAT-008 ,Wayne Sentinel Prime,GEO,Seguridad,GS-SINGAPORE-01,N.Romanov,ERR-PWR-004,Peak power tracker fault,Energía,LOW,Ku-Band,TM/TC,14290.762,15.29,4.5e-08,73.7,46085409,3.0,Clear,False,True,Pending L3 review,2187
WTE-LOG-00825,2022-03-02 17:10:35,WTE-SAT-014,Project Oracle Node B,LEO,Datos,GS-SILICON-01,S.Wayne,ERR-TX-003,Carrier frequency drift,Transmisor,MEDIUM,X-Band,AOS,8229.137,11.84,1.2e-09,28.0,53245245,8.0,Fog,False,True,Escalated to L2 engineering team,3
WTE-LOG-00826,2022-06-14 15:27:21,WTE-SAT-009,Wayne Sentinel Echo,MEO,Seguridad,GS-DUBAI-01,R.Drake,ERR-PWR-004,Peak power tracker fault,Energía,LOW,Optical,SpacePacket,193746.197,22.47,4.7e-07,6.2,74267042,14.0,Fog,False,False,Pending investigation,0
WTE-LOG-00827,2023-03-31 19:46:22,WTE-SAT-011,Wayne IoT Hub South,LEO,IoT,GS-GOTHAM-01,T.Stark,ERR-PWR-002,Battery cell imbalance,Energía,MEDIUM,Ka-Band,AOS,26989.374,8.43,8.3e-08,61.5,13031437,9.0,Clear,True,True,Adjusted frequency offset manually,2059
WTE-LOG-00828,2022-07-10 21:07:16,WTE-SAT-001,WayneTech Relay Alpha,LEO,Relay,GS-TELAVIV-01,S.Wayne,ERR-RX-004,Doppler correction error,Receptor,LOW,Ka-Band,SpacePacket,26647.813,14.35,3.4e-08,85.7,6389544,8.0,Rain,False,True,Adjusted frequency offset manually,1612
WTE-LOG-00829,2022-07-01 11:42:23,WTE-SAT-001,WayneTech Relay Alpha,LEO,Relay,GS-SILICON-01,C.Danvers,ERR-OBC-001,On-board computer watchdog reset,OBC,CRITICAL,Optical,DVB-S2,193454.771,24.97,8.8e-06,84.3,43433883,0.0,Rain,True,False,Pending investigation,0
WTE-LOG-00830,2024-04-20 16:47:47,WTE-SAT-008,Wayne Sentinel Prime,GEO,Seguridad,GS-DUBAI-01,T.Stark,ERR-CMD-004,Invalid command sequence,Comando,MEDIUM,Ku-Band,TCP/IP-over-CCSDS,14186.183,13.59,0.0008,23.9,38731756,13.0,Fog,False,True,Escalated to L2 engineering team,2189
WTE-LOG-00831,2023-09-05 15:47:33,WTE-SAT-015,WTE Deep Space Probe I,HEO,Investigación,GS-GOTHAM-01,L.Fox.Jr,ERR-NET-003,Handover failure between ground stations,Red ISL,HIGH,VHF,DVB-S2,163.251,10.1,0.0016,45.1,17143116,4.0,Clear,True,True,Watchdog timer reset — system recovered,1109
WTE-LOG-00832,2022-08-06 09:27:25,WTE-SAT-010,Wayne IoT Hub North,LEO,IoT,GS-SILICON-01,B.Banner,ERR-CMD-004,Invalid command sequence,Comando,LOW,Optical,TCP/IP-over-CCSDS,193790.999,5.82,4.6e-09,32.9,41960245,11.0,Stormy,False,True,Adjusted frequency offset manually,1377
WTE-LOG-00833,2023-04-08 05:57:24,WTE-SAT-004,WayneTech Relay Delta,MEO,Relay,GS-TELAVIV-01,B.Grayson,ERR-TLM-004,Packet sequence counter mismatch,Telemetría,MEDIUM,Optical,DVB-S2,193444.854,24.83,0.0075,72.1,58835787,14.0,Stormy,True,True,Thermal purge executed,2877
WTE-LOG-00834,2022-12-05 07:10:29,WTE-SAT-009,Wayne Sentinel Echo,MEO,Seguridad,GS-TELAVIV-01,L.McGinnis,ERR-TX-002,Power amplifier overheat,Transmisor,HIGH,S-Band,TM/TC,2031.522,11.07,8.8e-09,22.1,56544004,5.0,Clear,True,False,Pending investigation,0
WTE-LOG-00835,2022-10-13 18:19:13,WTE-SAT-004,WayneTech Relay Delta,MEO,Relay,GS-SINGAPORE-01,N.Romanov,ERR-TX-001,Signal loss > threshold,Transmisor,CRITICAL,UHF,AOS,330.573,15.91,5e-09,32.8,42408784,6.0,Fog,True,False,Pending investigation,0
WTE-LOG-00836,2024-01-15 09:31:42,WTE-SAT-005,Oracle Eye I,GEO,Observación,GS-SYDNEY-01,D.Pennyworth,ERR-CMD-002,Uplink packet loss,Comando,HIGH,S-Band,SpacePacket,2040.446,13.23,0.00044,73.8,59417309,2.0,Snow,True,True,Manual command override applied,560
WTE-LOG-00837,2022-03-16 21:55:44,WTE-SAT-010,Wayne IoT Hub North,LEO,IoT,GS-GOTHAM-01,P.Parker,ERR-NET-002,Routing table inconsistency,Red ISL,MEDIUM,S-Band,CCSDS,2075.473,13.48,6.1e-08,24.9,71439580,10.0,Rain,True,True,Switched to backup transponder,2214
WTE-LOG-00838,2022-09-23 04:01:44,WTE-SAT-009,Wayne Sentinel Echo,MEO,Seguridad,GS-GOTHAM-01,V.Stone,ERR-CMD-004,Invalid command sequence,Comando,LOW,Ka-Band,AOS,26944.916,14.91,8.3e-07,32.9,75301564,11.0,Rain,False,False,Pending investigation,0
WTE-LOG-00839,2024-04-01 11:41:59,WTE-SAT-014,Project Oracle Node B,LEO,Datos,GS-GOTHAM-02  ,N.Romanov,ERR-SEC-002,Encryption key expiry warning,Seguridad,MEDIUM,X-Band,TCP/IP-over-CCSDS,8055.731,21.14,0.005,6.2,72537740,10.0,Snow,True,False,Pending investigation,0
WTE-LOG-00840,2022-02-16 02:44:01,WTE-SAT-002,WayneTech Relay Beta,LEO,Relay,GS-SILICON-01,P.Parker,ERR-RX-002,AGC lock failure,Receptor,MEDIUM,X-Band,CCSDS,8306.995,25.59,5.5e-05,77.2,28175041,3.0,Stormy,True,True,False positive — closed after 24h monitoring,2014
WTE-LOG-00841,2023-12-29 00:41:22,WTE-SAT-012,Wayne IoT Hub East,MEO,IoT,GS-SILICON-01,N.Romanov,ERR-NET-001,Inter-satellite link packet drop > 5%,Red ISL,HIGH,S-Band,CCSDS,2112.838,23.0,8.7e-05,54.7,77456053,7.0,Fog,True,True,Reaction wheel speed adjusted,2067
WTE-LOG-00842,2022-01-17 05:03:13,WTE-SAT-002,WayneTech Relay Beta,LEO,Relay,GS-GOTHAM-01,C.Danvers,ERR-RX-004,Doppler correction error,Receptor,LOW,UHF,CCSDS,385.283,19.52,0.0057,88.7,33369232,9.0,Rain,False,True,Reaction wheel speed adjusted,1432
WTE-LOG-00843,2022-11-26 14:32:50,WTE-SAT-001,WayneTech Relay Alpha,LEO,Relay,GS-LONDON-01,L.Fox.Jr,ERR-CMD-003,Command timeout — no ACK received,Comando,MEDIUM,X-Band,TCP/IP-over-CCSDS,8323.153,18.61,9.3e-07,50.1,61879595,6.0,Clear,True,False,Pending investigation,0
WTE-LOG-00844,2023-06-03 15:19:47,WTE-SAT-013,Project Oracle Node A,LEO,Datos,GS-GOTHAM-01,P.Parker,ERR-SEC-001,Unauthorized access attempt detected,Seguridad,CRITICAL,S-Band,SpacePacket,2117.774,20.2,9.7e-07,76.5,73088672,13.0,Stormy,True,True,Thermal purge executed,1845
WTE-LOG-00845,2024-08-10 22:51:43,WTE-SAT-002,WayneTech Relay Beta,LEO,Relay,GS-SINGAPORE-01,L.McGinnis,ERR-OBC-001,On-board computer watchdog reset,OBC,CRITICAL,Ku-Band,SpacePacket,14090.855,11.86,5.2e-08,7.4,5716025,5.0,Clear,True,False,Pending investigation,0
WTE-LOG-00846,2024-12-18 01:55:55,WTE-SAT-014 ,Project Oracle Node B,LEO,Datos,GS-GOTHAM-02,L.Fox.Jr,ERR-OBC-003,Software exception — unhandled interrupt,OBC,HIGH,S-Band,TM/TC,2044.45,0.0,6.6e-07,50.5,61985445,9.0,Clear,True,False,Pending investigation,0
WTE-LOG-00847,2024-09-11 12:17:08,WTE-SAT-007,Oracle Eye III,LEO,Observación,GS-TORONTO-01,N.Romanov,ERR-ANT-001,Antenna pointing loss,Antena,CRITICAL,S-Band,TCP/IP-over-CCSDS,2046.842,15.06,7.7e-05,31.9,34784326,6.0,Clear,True,True,Pending L3 review,184
WTE-LOG-00848,2024-08-11 07:07:48,WTE-SAT-010,Wayne IoT Hub North,LEO,IoT,GS-SILICON-01,O.Queen,ERR-ANT-004,Antenna array element failure,Antena,HIGH,UHF,TCP/IP-over-CCSDS,387.117,12.1,7.8e-06,69.1,68336672,11.0,Stormy,True,False,Pending investigation,0
WTE-LOG-00849,2022-07-06 03:08:39,WTE-SAT-004,WayneTech Relay Delta,MEO,Relay,GS-SYDNEY-01,C.Danvers,ERR-TX-002,Power amplifier overheat,Transmisor,HIGH,UHF,TM/TC,372.084,18.54,0.0034,75.5,14181271,6.0,Snow,True,False,Pending investigation,0
WTE-LOG-00850,2025-03-28 03:25:32,WTE-SAT-009,Wayne Sentinel Echo,MEO,Seguridad,GS-TELAVIV-01,L.McGinnis,ERR-PWR-003,Power bus undervoltage,Energía,CRITICAL,Ku-Band,TCP/IP-over-CCSDS,14125.534,6.54,1.1e-06,24.8,63739556,0.0,Clear,True,True,Initiated safe mode protocol,1430
WTE-LOG-00851,2022-12-28 09:35:16,WTE-SAT-003,WayneTech Relay Gamma,LEO,Relay,GS-GOTHAM-01,B.Wayne,ERR-TX-003,Carrier frequency drift,Transmisor,MEDIUM,VHF,DVB-S2,141.09,10.63,5e-07,27.8,11407552,8.0,Stormy,False,True,SEU scrubbing routine triggered,2825
WTE-LOG-00852,2022-08-13 00:06:19,WTE-SAT-010,Wayne IoT Hub North,LEO,IoT,GS-SINGAPORE-01,B.Wayne,ERR-TCS-003,Radiator blockage suspected,Térmico,LOW,VHF,DVB-S2,137.07,11.81,9.5e-05,67.1,37184782,15.0,Rain,False,False,Pending investigation,0
WTE-LOG-00853,2024-09-30 00:55:31,WTE-SAT-003,WayneTech Relay Gamma,LEO,Relay,GS-SINGAPORE-01,B.Wayne,ERR-ANT-004,Antenna array element failure,Antena,HIGH,Ka-Band,SpacePacket,26525.809,19.29,8.4e-05,-999.0,28720620,12.0,Clear,True,True,Manual command override applied,882
WTE-LOG-00854,2025-01-25 17:17:46,WTE-SAT-013,Project Oracle Node A,LEO,Datos,GS-SYDNEY-01,T.Stark,ERR-PWR-004,Peak power tracker fault,Energía,LOW,Optical,AOS,193478.638,0.0,6.1e-09,86.5,18192183,0.0,Clear,False,True,SEU scrubbing routine triggered,2478
WTE-LOG-00855,2024-10-13 11:52:48,WTE-SAT-008,Wayne Sentinel Prime,GEO,Seguridad,GS-TELAVIV-01,C.Danvers,ERR-RX-002,AGC lock failure,Receptor,MEDIUM,Optical,CCSDS,193552.27,19.26,5.8e-08,8.5,60595462,15.0,Stormy,True,True,SEU scrubbing routine triggered,584
WTE-LOG-00856,2024-01-07 06:32:47,WTE-SAT-002,WayneTech Relay Beta,LEO,Relay,GS-SILICON-01,O.Queen,ERR-NET-001,Inter-satellite link packet drop > 5%,Red ISL,HIGH,Optical,CCSDS,193497.951,20.34,3.3e-06,-999.0,844100,4.0,Cloudy,True,False,Pending investigation,0
WTE-LOG-00857,2025-02-12 00:07:43,WTE-SAT-004,WayneTech Relay Delta,MEO,Relay,GS-GOTHAM-01,C.Danvers,ERR-NET-002,Routing table inconsistency,Red ISL,MEDIUM,S-Band,DVB-S2,2105.044,13.57,0.005,80.1,2284120,12.0,Clear,True,True,Antenna calibration sequence executed,1724
WTE-LOG-00858,2023-07-12 19:51:23,WTE-SAT-001,WayneTech Relay Alpha,LEO,Relay,GS-SINGAPORE-01,B.Grayson,ERR-ANT-001,Antenna pointing loss,Antena,MEDIUM,Optical,SpacePacket,193552.906,15.44,4.1e-05,16.2,78429658,3.0,Stormy,True,True,Propulsion inhibit commanded,2382
WTE-LOG-00859,2024-11-13 17:51:34,WTE-SAT-007,Oracle Eye III,LEO,Observación,GS-DUBAI-01,O.Queen,ERR-CMD-001,Command authentication failure,Comando,CRITICAL,Ku-Band,TM/TC,14250.1,22.68,9.1e-09,27.9,56546115,14.0,Snow,True,True,Escalated to L2 engineering team,1796
WTE-LOG-00860,2025-02-01 22:57:23,WTE-SAT-005,Oracle Eye I,GEO,Observación,GS-GOTHAM-01,S.Wayne,ERR-TX-003,Carrier frequency drift,Transmisor,MEDIUM,UHF,SpacePacket,394.239,22.79,0.0078,22.1,71012840,4.0,Cloudy,False,False,Pending investigation,0
